job_title,experience_level,salary_in_usd,employee_residence,employment_type
Machine Learning Engineer,MI,230000,US,FT
Machine Learning Engineer,MI,150000,US,FT
Data Engineer,SE,153600,US,FT
Data Engineer,SE,106800,US,FT
Machine Learning Researcher,MI,130000,US,FT
Machine Learning Researcher,MI,100000,US,FT
Data Engineer,SE,216000,US,FT
Data Engineer,SE,144000,US,FT
Data Scientist,MI,180000,US,FT
Data Scientist,MI,120000,US,FT
Data Engineer,EN,160000,US,FT
Data Engineer,EN,135000,US,FT
Data Analyst,SE,192500,US,FT
Data Analyst,SE,140000,US,FT
Data Engineer,SE,152500,US,FT
Data Engineer,SE,130000,US,FT
Data Analyst,SE,65000,US,FT
Data Analyst,SE,55000,US,FT
Data Engineer,SE,178750,US,FT
Data Engineer,SE,160000,US,FT
Data Scientist,MI,63040,FR,FT
Data Scientist,MI,52533,FR,FT
Machine Learning Scientist,MI,165000,US,FT
Machine Learning Scientist,MI,135000,US,FT
Analytics Engineer,SE,170000,US,FT
Analytics Engineer,SE,125000,US,FT
Data Engineer,SE,105000,US,FT
Data Engineer,SE,70000,US,FT
Data Scientist,SE,130000,US,FT
Data Scientist,SE,95000,US,FT
Data Scientist,SE,203500,US,FT
Data Scientist,SE,152000,US,FT
Data Engineer,SE,197430,US,FT
Data Engineer,SE,134760,US,FT
Data Scientist,MI,120000,US,FT
Data Engineer,SE,197000,US,FT
Data Engineer,SE,99000,US,FT
Data Engineer,SE,220000,US,FT
Data Engineer,SE,162000,US,FT
Data Engineer,MI,110446,LT,FT
Data Engineer,MI,79178,LT,FT
Data Science Consultant,MI,70186,GB,FT
Data Science Consultant,MI,51716,GB,FT
Data Architect,SE,149040,US,FT
Data Architect,SE,113900,US,FT
Business Data Analyst,MI,95000,US,FT
Data Analyst,SE,115000,US,FT
Data Analyst,SE,171000,US,FT
Data Engineer,SE,100000,US,FT
Data Engineer,SE,78000,US,FT
Data Engineer,SE,120000,US,FT
Data Engineer,SE,95000,US,FT
Data Specialist,SE,110000,US,FT
Data Specialist,SE,70000,US,FT
Data Analytics Consultant,EN,50000,BE,FL
Data Scientist,SE,185900,US,FT
Data Scientist,SE,129300,US,FT
Data Analyst,MI,150000,US,FT
Data Analyst,MI,100000,US,FT
Data Engineer,SE,230000,US,FT
Data Engineer,SE,154600,US,FT
Machine Learning Engineer,SE,204500,US,FT
Machine Learning Engineer,SE,142200,US,FT
Data Engineer,MI,160000,US,FT
Data Engineer,MI,75000,US,FT
Data Scientist,SE,47280,ES,FT
Data Scientist,SE,37824,ES,FT
Data Engineer,SE,213000,US,FT
Data Engineer,SE,152000,US,FT
Data Scientist,SE,140000,US,FT
Data Scientist,SE,120000,US,FT
Data Scientist,SE,110000,US,FT
Data Scientist,SE,70000,US,FT
Machine Learning Software Engineer,SE,227200,CA,FT
Machine Learning Software Engineer,SE,168000,CA,FT
Data Scientist,MI,64090,DE,FT
Data Scientist,MI,60938,DE,FT
ML Engineer,SE,243000,US,FT
ML Engineer,SE,183000,US,FT
Data Engineer,SE,175000,US,FT
Data Engineer,SE,150000,US,FT
Data Scientist,MI,130000,US,FT
Data Scientist,MI,90000,US,FT
Data Analyst,MI,165000,US,FT
Data Analyst,MI,124000,US,FT
Data Engineer,SE,178000,CA,FT
Data Engineer,SE,132000,CA,FT
Data Engineer,SE,300000,US,FT
Data Engineer,SE,130000,US,FT
Data Analyst,SE,169000,US,FT
Data Analyst,SE,110600,US,FT
Data Analyst,SE,116000,US,FT
Data Analyst,SE,96000,US,FT
Data Analyst,SE,92350,GB,FT
Data Analyst,SE,70186,GB,FT
Data Analyst,SE,105000,US,FT
Data Analyst,SE,70000,US,FT
Machine Learning Researcher,MI,105236,CA,FT
Data Engineer,SE,194000,US,FT
Data Engineer,SE,129400,US,FT
Data Architect,SE,190000,US,FT
Data Architect,SE,135000,US,FT
Data Analyst,SE,100000,US,FT
Data Analyst,SE,70000,US,FT
Machine Learning Engineer,EN,189750,US,FT
Machine Learning Engineer,EN,140250,US,FT
Data Analyst,SE,130000,US,FT
Data Analyst,SE,100000,US,FT
Data Analyst,MI,160000,US,FT
Data Analyst,MI,109000,US,FT
Research Engineer,SE,250000,US,FT
Research Engineer,SE,150000,US,FT
Data Analyst,MI,206000,US,FT
Data Analyst,MI,160000,US,FT
Data Engineer,SE,135000,US,FT
Data Engineer,SE,120000,US,FT
Machine Learning Engineer,SE,115573,FR,FT
Machine Learning Engineer,SE,73546,FR,FT
Data Engineer,EN,160000,US,FT
Data Engineer,EN,135000,US,FT
Data Analyst,MI,150000,US,FT
Data Analyst,MI,100000,US,FT
Data Engineer,MI,120000,US,FT
Data Engineer,MI,95000,US,FT
Data Engineer,SE,68293,ES,FT
Data Engineer,SE,42026,ES,FT
Data Engineer,SE,191200,US,FT
Data Engineer,SE,130000,US,FT
Data Engineer,SE,191200,US,FT
Data Engineer,SE,130000,US,FT
Machine Learning Research Engineer,EN,66192,DE,FT
Data Engineer,SE,230000,US,FT
Data Engineer,SE,154600,US,FT
Data Engineer,SE,120000,US,FT
Data Engineer,SE,95000,US,FT
Data Scientist,SE,140000,US,FT
Data Scientist,SE,120000,US,FT
Data Analyst,SE,169000,US,FT
Data Analyst,SE,110600,US,FT
Data Analyst,MI,80000,US,FT
Data Engineer,SE,185900,US,FT
Data Engineer,SE,129300,US,FT
Analytics Engineer,SE,135000,US,FT
Analytics Engineer,SE,110000,US,FT
Data Analytics Manager,MI,155000,US,FT
Data Analytics Manager,MI,140000,US,FT
Data Engineer,SE,205000,US,FT
Data Engineer,SE,150000,US,FT
Data Engineer,SE,179500,US,FT
Data Engineer,SE,134000,US,FT
Data Scientist,MI,180000,US,FT
Data Scientist,MI,120000,US,FT
Data Scientist,SE,185900,US,FT
Data Scientist,SE,129300,US,FT
Data Scientist,SE,175000,US,FT
Data Scientist,SE,145000,US,FT
Data Architect,SE,235000,US,FT
Data Architect,SE,175000,US,FT
Data Science Consultant,EN,27317,ES,FT
Data Engineer,MI,160000,US,FT
Data Engineer,MI,90000,US,FT
Data Engineer,SE,68293,ES,FT
Data Engineer,SE,36773,ES,FT
Data Engineer,SE,145000,US,FT
Data Engineer,SE,115000,US,FT
Data Specialist,MI,165000,US,FT
Data Specialist,MI,135000,US,FT
Data Engineer,SE,168400,US,FT
Data Engineer,SE,105200,US,FT
Deep Learning Engineer,MI,86193,GB,FT
Deep Learning Engineer,MI,49253,GB,FT
Data Engineer,SE,200000,US,FT
Data Engineer,SE,160000,US,FT
Data Scientist,SE,47280,ES,FT
Data Scientist,SE,37824,ES,FT
Data Scientist,SE,198800,US,FT
Data Scientist,SE,122600,US,FT
Machine Learning Engineer,EN,100000,IR,FL
BI Data Analyst,MI,105066,FR,FT
Data Analyst,SE,130000,US,FT
Data Analyst,SE,100000,US,FT
Analytics Engineer,MI,104663,GB,FT
Analytics Engineer,MI,73880,GB,FT
Data Engineer,SE,125000,US,FT
Data Engineer,SE,110000,US,FT
Data Analyst,MI,165000,US,FT
Data Analyst,MI,124000,US,FT
Data Scientist,SE,148000,US,FT
Data Scientist,SE,107000,US,FT
Data Analyst,MI,150000,US,FT
Data Analyst,MI,100000,US,FT
Data Engineer,EN,160000,US,FT
Data Engineer,EN,135000,US,FT
Data Engineer,MI,120000,US,FT
Data Engineer,MI,95000,US,FT
Data Engineer,SE,153600,US,FT
Data Engineer,SE,106800,US,FT
Data Analyst,MI,100000,CA,FT
Data Analyst,MI,65000,CA,FT
Data Engineer,MI,120000,US,FT
Data Engineer,MI,95000,US,FT
Data Engineer,SE,63040,PT,FT
Data Engineer,SE,36773,PT,FT
Data Engineer,EX,310000,US,FT
Data Engineer,EX,239000,US,FT
Data Science Manager,SE,299500,US,FT
Data Science Manager,SE,245100,US,FT
Data Scientist,SE,168000,US,FT
Data Scientist,SE,130000,US,FT
Data Scientist,SE,136000,US,FT
Data Scientist,SE,104000,US,FT
Data Engineer,MI,161000,US,FT
Data Engineer,MI,118000,US,FT
Applied Scientist,SE,205000,US,FT
Applied Scientist,SE,184000,US,FT
Data Scientist,SE,185900,US,FT
Data Scientist,SE,129300,US,FT
Data Science Manager,SE,247500,US,FT
Data Science Manager,SE,172200,US,FT
Data Management Specialist,SE,68293,IT,FT
Data Analyst,SE,177000,US,FT
Data Analyst,SE,131000,US,FT
Applied Scientist,SE,205000,US,FT
Applied Scientist,SE,184000,US,FT
Data Engineer,SE,146000,US,FT
Data Engineer,SE,102000,US,FT
Data Analyst,SE,169000,US,FT
Data Analyst,SE,110600,US,FT
Applied Scientist,SE,230000,US,FT
Applied Scientist,SE,196000,US,FT
Data Engineer,SE,135000,US,FT
Data Engineer,SE,100000,US,FT
Data Engineer,MI,80000,US,FT
Data Engineer,MI,65000,US,FT
Data Engineer,SE,135000,US,FT
Data Engineer,SE,100000,US,FT
Data Engineer,SE,61566,GB,FT
Data Engineer,SE,43096,GB,FT
Data Engineer,MI,175000,US,FT
Data Engineer,MI,135000,US,FT
Data Scientist,EN,80000,US,FT
Data Engineer,SE,231250,US,FT
Data Engineer,SE,138750,US,FT
Analytics Engineer,SE,193750,US,FT
Analytics Engineer,SE,116250,US,FT
Data Engineer,SE,231250,US,FT
Data Engineer,SE,138750,US,FT
Analytics Engineer,SE,231250,US,FT
Analytics Engineer,SE,138750,US,FT
Analytics Engineer,SE,231250,US,FT
Analytics Engineer,SE,138750,US,FT
Data Engineer,SE,193750,US,FT
Data Engineer,SE,116250,US,FT
Data Scientist,SE,208000,US,FT
Data Scientist,SE,127000,US,FT
Research Scientist,SE,300000,US,FT
Research Scientist,SE,196000,US,FT
Machine Learning Engineer,SE,204500,US,FT
Machine Learning Engineer,SE,142200,US,FT
Autonomous Vehicle Technician,MI,45555,AS,FL
Data Engineer,SE,185900,US,FT
Data Engineer,SE,129300,US,FT
Data Scientist,SE,47280,ES,FT
Data Scientist,SE,37824,ES,FT
Machine Learning Engineer,SE,204500,US,FT
Machine Learning Engineer,SE,142200,US,FT
Data Scientist,SE,205000,US,FT
Data Scientist,SE,185000,US,FT
Data Scientist,SE,185900,US,FT
Data Scientist,SE,129300,US,FT
Machine Learning Engineer,SE,247500,US,FT
Machine Learning Engineer,SE,172200,US,FT
Data Engineer,EN,160000,US,FT
Data Engineer,EN,135000,US,FT
Data Analyst,MI,150000,US,FT
Data Analyst,MI,100000,US,FT
Data Analyst,SE,110000,US,FT
Data Analyst,SE,95000,US,FT
Data Scientist,SE,185900,US,FT
Data Scientist,SE,129300,US,FT
Applied Scientist,SE,205000,US,FT
Applied Scientist,SE,184000,US,FT
Data Scientist,EN,17684,HU,FT
Data Science Tech Lead,SE,375000,US,FT
Data Engineer,SE,191200,US,FT
Data Engineer,SE,130000,US,FT
Data Scientist,SE,225000,US,FT
Data Scientist,SE,156400,US,FT
Data Analyst,SE,169000,US,FT
Data Analyst,SE,110600,US,FT
Machine Learning Engineer,SE,204500,US,FT
Machine Learning Engineer,SE,142200,US,FT
Machine Learning Engineer,MI,104663,GB,FT
Machine Learning Engineer,MI,80036,GB,FT
Data Scientist,SE,185900,US,FT
Data Scientist,SE,129300,US,FT
Data Scientist,SE,140700,US,FT
Data Scientist,SE,93800,US,FT
Data Scientist,SE,350000,US,FT
Data Scientist,SE,135000,US,FT
Data Analyst,SE,115934,US,FT
Data Analyst,SE,81666,US,FT
Machine Learning Engineer,MI,104697,CH,FT
Machine Learning Developer,EN,33000,IT,FT
Machine Learning Scientist,EN,34672,IT,FT
Machine Learning Engineer,SE,201000,US,FT
Machine Learning Engineer,SE,119000,US,FT
Data Engineer,SE,175000,US,FT
Data Engineer,SE,150000,US,FT
Data Analyst,SE,154560,US,FT
Data Analyst,SE,123648,US,FT
Data Analyst,SE,130000,US,FT
Data Analyst,SE,100000,US,FT
Data Engineer,MI,170000,US,FT
Data Engineer,MI,145000,US,FT
Data Engineer,SE,135000,US,FT
Data Engineer,SE,100000,US,FT
Data Scientist,SE,247500,US,FT
Data Scientist,SE,172200,US,FT
Data Scientist,SE,177500,US,FT
Data Scientist,SE,134000,US,FT
Data Scientist,SE,185900,US,FT
Data Scientist,SE,129300,US,FT
Data Architect,SE,192564,US,FT
Data Architect,SE,144854,US,FT
Data Analyst,SE,130000,US,FT
Data Analyst,SE,105000,US,FT
Data Engineer,SE,179305,US,FT
Data Engineer,SE,142127,US,FT
Data Engineer,SE,315000,US,FT
Data Engineer,SE,225000,US,FT
Data Scientist,SE,243900,US,FT
Data Scientist,SE,156600,US,FT
Data Analyst,MI,206000,US,FT
Data Analyst,MI,160000,US,FT
Data Analyst,MI,109000,US,FT
Data Analyst,MI,79000,US,FT
Data Analyst,MI,160000,US,FT
Data Analyst,MI,109000,US,FT
Data Scientist Lead,MI,89306,AT,FT
Data Engineer,SE,182500,US,FT
Data Engineer,SE,128500,US,FT
Data Engineer,MI,160000,US,FT
Data Engineer,MI,90000,US,FT
Data Manager,EN,77300,US,FT
Data Manager,EN,45600,US,FT
Data Analyst,SE,127000,US,FT
Data Analyst,SE,110000,US,FT
Data Architect,SE,210000,US,FT
Data Architect,SE,136000,US,FT
Data Engineer,SE,170000,US,FT
Data Engineer,SE,140000,US,FT
Data Engineer,SE,247500,US,FT
Data Engineer,SE,172200,US,FT
Data Engineer,SE,225000,US,FT
Data Engineer,SE,184100,US,FT
Machine Learning Engineer,MI,130000,US,FT
Machine Learning Engineer,MI,90000,US,FT
Data Scientist,MI,120000,US,FT
Data Scientist,MI,100000,US,FT
Data Scientist,MI,85000,US,FT
Data Scientist,MI,78000,US,FT
Data Engineer,SE,161000,US,FT
Data Engineer,SE,110000,US,FT
Data Scientist,SE,136000,US,FT
Data Scientist,SE,104000,US,FT
Data Scientist,SE,47280,ES,FT
Data Scientist,SE,37824,ES,FT
Head of Data,EX,205000,US,FT
Head of Data,EX,160000,US,FT
Data Analyst,SE,169000,US,FT
Data Analyst,SE,110600,US,FT
Data Engineer,EN,61566,GB,FT
Data Engineer,EN,49253,GB,FT
Data Engineer,SE,160000,US,FT
Data Engineer,SE,130000,US,FT
Data Scientist,SE,245000,US,FT
Data Scientist,SE,180000,US,FT
Data Engineer,SE,135000,US,FT
Data Engineer,SE,100000,US,FT
Data Engineer,SE,220000,US,FT
Data Engineer,SE,150000,US,FT
Data Scientist,SE,198440,US,FT
Data Scientist,SE,144000,US,FT
Data Engineer,SE,240000,US,FT
Data Engineer,SE,170000,US,FT
Data Scientist,SE,198440,US,FT
Data Scientist,SE,144000,US,FT
Data Analyst,MI,150000,US,FT
Data Analyst,MI,100000,US,FT
Data Analyst,SE,120000,US,FT
Data Analyst,SE,95000,US,FT
Data Scientist,MI,57872,GB,FT
Data Analyst,EN,64000,US,FT
Data Scientist,EN,39925,FR,FT
Machine Learning Engineer,SE,187200,CA,FT
Machine Learning Engineer,SE,116100,CA,FT
Data Analyst,SE,150000,US,FT
Data Analyst,SE,127000,US,FT
Data Engineer,SE,275000,US,FT
Data Engineer,SE,166000,US,FT
Data Scientist,SE,159699,US,FT
Data Scientist,SE,138938,US,FT
BI Analyst,EN,76000,US,FT
Data Analyst,SE,166700,US,FT
Data Analyst,SE,119000,US,FT
Data Analyst,SE,130000,US,FT
Data Analyst,SE,100000,US,FT
Analytics Engineer,SE,103432,GB,FT
Analytics Engineer,SE,92350,GB,FT
Data Analyst,SE,80000,US,FT
Data Analyst,SE,52500,US,FT
Data Engineer,SE,236000,US,FT
Data Engineer,SE,182000,US,FT
Data Scientist,SE,180000,US,FT
Data Scientist,SE,140000,US,FT
Data Scientist,SE,225000,US,FT
Data Scientist,SE,156400,US,FT
Data Analyst,SE,135000,US,FT
Data Analyst,SE,100000,US,FT
Machine Learning Engineer,SE,204500,US,FT
Machine Learning Engineer,SE,142200,US,FT
Research Engineer,MI,240000,US,FT
Data Analyst,EN,125404,CN,PT
Data Engineer,SE,300000,US,FT
Data Engineer,SE,130000,US,FT
Data Engineer,SE,195000,US,FT
Data Engineer,SE,175000,US,FT
Data Engineer,SE,155000,US,FT
Data Engineer,SE,110000,US,FT
Data Operations Analyst,SE,123000,US,FT
Data Operations Analyst,SE,92250,US,FT
Data Engineer,SE,170000,US,FT
Data Engineer,SE,150000,US,FT
ML Engineer,MI,180000,US,FT
ML Engineer,MI,100000,US,FT
Data Engineer,SE,97000,US,FT
Data Engineer,SE,90000,US,FT
Data Engineer,SE,200000,US,FT
Data Engineer,SE,160000,US,FT
Machine Learning Engineer,SE,210000,US,FT
Machine Learning Engineer,SE,180000,US,FT
Data Engineer,SE,260000,US,FT
Data Engineer,SE,180000,US,FT
Analytics Engineer,EX,210000,US,FT
Analytics Engineer,EX,157000,US,FT
Data Scientist,EN,180000,US,FT
Data Scientist,EN,100000,US,FT
Data Analyst,MI,80000,US,FT
Data Analyst,MI,52500,US,FT
Data Architect,SE,128000,US,FT
Data Architect,SE,81500,US,FT
Data Operations Engineer,SE,105000,US,FT
Data Operations Engineer,SE,70000,US,FT
Data Scientist,SE,175000,US,FT
Data Scientist,SE,122500,US,FT
Data Engineer,SE,171000,US,FT
Data Engineer,SE,117000,US,FT
Data Scientist,SE,202800,US,FT
Data Scientist,SE,104300,US,FT
Data Analyst,SE,50432,ES,FT
Data Analyst,SE,36773,ES,FT
Data Engineer,SE,197000,US,FT
Data Engineer,SE,99000,US,FT
Data Engineer,SE,160000,US,FT
Data Engineer,SE,110000,US,FT
Data Scientist,SE,185900,US,FT
Data Scientist,SE,129300,US,FT
Data Scientist,MI,30000,MX,FT
Analytics Engineer,MI,78000,BR,FT
Analytics Engineer,MI,48000,BR,FT
Data Engineer,SE,170000,US,FT
Data Engineer,SE,130000,US,FT
Data Analyst,SE,150000,US,FT
Data Analyst,SE,95000,US,FT
Data Engineer,MI,78000,BR,FT
Data Engineer,MI,42000,BR,FT
Data Architect,SE,345600,US,FT
Data Architect,SE,230400,US,FT
Data Engineer,SE,145000,US,FT
Data Engineer,SE,115000,US,FT
BI Analyst,MI,78000,BR,FT
BI Analyst,MI,48000,BR,FT
Data Analyst,SE,175950,US,FT
Data Analyst,SE,130050,US,FT
Data Engineer,SE,205600,US,FT
Data Engineer,SE,105700,US,FT
Data Analyst,SE,236600,US,FT
Data Analyst,SE,89200,US,FT
Data Scientist,MI,84000,BR,FT
Data Scientist,MI,54000,BR,FT
Data Scientist,EN,80000,US,FT
Marketing Data Analyst,SE,200000,GB,FT
Data Scientist,EN,73742,CA,FT
Data Science Lead,SE,165000,US,FT
Data Scientist,EN,33246,GB,FT
Data Engineer,SE,185900,US,FT
Data Engineer,SE,129300,US,FT
Data Analyst,SE,169000,US,FT
Data Analyst,SE,110600,US,FT
Data Engineer,MI,75050,AU,FT
Data Engineer,SE,225000,US,FT
Data Engineer,SE,184100,US,FT
Data Scientist,SE,185900,US,FT
Data Scientist,SE,129300,US,FT
Data Scientist,SE,225000,US,FT
Data Scientist,SE,156400,US,FT
Data Scientist,SE,185900,US,FT
Data Scientist,SE,129300,US,FT
Machine Learning Engineer,EN,108000,US,FT
Data Scientist,SE,155000,US,FT
Data Scientist,SE,38000,US,FT
Data Analyst,MI,85000,US,FT
Data Analyst,MI,65000,US,FT
Data Scientist,SE,155000,US,FT
Data Scientist,SE,38000,US,FT
Data Engineer,MI,110820,GB,FT
Data Engineer,MI,92350,GB,FT
Data Scientist,SE,153600,US,FT
Data Scientist,SE,106800,US,FT
Data Scientist,SE,185000,US,FT
Data Scientist,SE,50000,US,FT
Data Engineer,SE,185900,US,FT
Data Engineer,SE,129300,US,FT
Data Scientist,SE,155000,US,FT
Data Scientist,SE,38000,US,FT
Data Scientist,SE,168000,US,FT
Data Scientist,SE,130000,US,FT
Data Scientist,SE,123400,US,FT
Data Scientist,SE,88100,US,FT
Data Scientist,SE,120000,US,FT
Data Scientist,SE,55000,US,FT
Data Scientist,SE,185900,US,FT
Data Scientist,SE,129300,US,FT
Data Engineer,SE,191200,US,FT
Data Engineer,SE,130000,US,FT
Data Analyst,SE,169000,US,FT
Data Analyst,SE,110600,US,FT
Analytics Engineer,SE,150000,US,FT
Analytics Engineer,SE,120000,US,FT
Data Science Consultant,SE,139000,US,FT
Data Science Consultant,SE,122000,US,FT
Data Scientist,SE,185900,US,FT
Data Scientist,SE,129300,US,FT
Data Analyst,SE,139600,US,FT
Data Analyst,SE,85700,US,FT
Data Engineer,SE,185000,US,FT
Data Engineer,SE,50000,US,FT
Data Engineer,SE,185900,US,FT
Data Engineer,SE,129300,US,FT
Data Scientist,SE,225000,US,FT
Data Scientist,SE,156400,US,FT
Data Scientist,SE,200000,US,FT
Data Scientist,SE,175000,US,FT
Data Engineer,SE,185900,US,FT
Data Engineer,SE,129300,US,FT
ML Engineer,MI,148500,US,FT
ML Engineer,MI,98200,US,FT
Data Analyst,SE,115000,US,FT
Data Analyst,SE,95000,US,FT
Data Architect,SE,225000,US,FT
Data Architect,SE,66000,US,FT
Data Scientist,SE,185000,US,FT
Data Scientist,SE,50000,US,FT
Data Scientist,SE,47280,ES,FT
Data Scientist,SE,37824,ES,FT
Data Manager,MI,134000,US,FT
Data Manager,MI,98000,US,FT
Data Analyst,MI,105000,US,FT
Data Analyst,MI,62000,US,FT
BI Data Analyst,EN,57000,US,FT
Big Data Engineer,SE,161311,CA,FT
Data Scientist,MI,144200,US,FT
Data Scientist,MI,115360,US,FT
Data Scientist,MI,83171,AU,FT
Principal Data Architect,SE,38154,IN,FT
Data Engineer,SE,73546,PT,FT
Data Engineer,SE,42026,PT,FT
Data Engineer,SE,170000,US,FT
Data Engineer,SE,150000,US,FT
Data Architect,SE,180000,US,FT
Data Architect,SE,160000,US,FT
Data Scientist,MI,108000,US,FT
Machine Learning Manager,SE,200000,US,FT
Machine Learning Manager,SE,150000,US,FT
Data Manager,EX,125976,CA,FT
Data Engineer,SE,188700,US,FT
Data Engineer,SE,160395,US,FT
Data Analyst,SE,115934,US,FT
Data Analyst,SE,81666,US,FT
Data Engineer,SE,300000,US,FT
Data Engineer,SE,225000,US,FT
Data Scientist,SE,198440,US,FT
Data Scientist,SE,144000,US,FT
Applied Scientist,SE,191475,US,FT
Applied Scientist,SE,141525,US,FT
Data Analyst,SE,50432,ES,FT
Data Analyst,SE,36773,ES,FT
Data Scientist,MI,75648,DE,FT
Lead Data Scientist,SE,156868,US,FT
BI Analyst,SE,200000,NG,FT
Data Scientist,SE,198440,US,FT
Data Scientist,SE,144000,US,FT
Lead Machine Learning Engineer,SE,69344,PT,FT
Data Analyst,SE,90000,US,CT
Research Scientist,MI,126080,DE,FT
Research Scientist,MI,84053,DE,FT
Data Engineer,SE,200000,US,FT
Data Engineer,SE,180000,US,FT
Analytics Engineer,MI,108000,US,FT
Analytics Engineer,MI,85000,US,FT
Machine Learning Engineer,SE,210000,US,FT
Machine Learning Engineer,SE,180000,US,FT
Data Engineer,SE,165000,US,FT
Data Engineer,SE,132000,US,FT
Analytics Engineer,SE,130000,US,FT
Analytics Engineer,SE,110000,US,FT
BI Data Analyst,MI,45050,AU,FT
Data Analyst,EN,42028,AU,FT
Data Analytics Engineer,MI,135000,US,FT
Data Engineer,SE,178800,US,FT
Data Engineer,SE,132100,US,FT
Data Analyst,EN,20000,CR,FT
Machine Learning Engineer,SE,140000,CA,FT
Machine Learning Engineer,SE,110000,CA,FT
Data Engineer,SE,160000,US,FT
Data Engineer,SE,85000,US,FT
ETL Developer,SE,250000,US,FT
ETL Developer,SE,63000,US,FT
Data Engineer,EX,187200,US,FT
Data Engineer,EX,116100,US,FT
Data Engineer,SE,200000,US,FT
Data Engineer,SE,145000,US,FT
Data Engineer,SE,229998,US,FT
Data Engineer,SE,154545,US,FT
Data Scientist,SE,215000,US,FT
Data Scientist,SE,159000,US,FT
Data Engineer,SE,229998,US,FT
Data Engineer,SE,154545,US,FT
AI Scientist,EN,50000,US,FT
Data Scientist Lead,SE,183000,US,FT
Data Analyst,SE,99750,US,FT
Data Analyst,SE,68400,US,FT
Data Scientist,SE,236900,US,FT
Data Scientist,SE,159200,US,FT
Data Science Manager,SE,243225,US,FT
Data Science Manager,SE,179775,US,FT
Data Engineer,SE,175000,US,FT
Data Engineer,SE,150000,US,FT
Machine Learning Engineer,SE,210000,US,FT
Machine Learning Engineer,SE,180000,US,FT
Data Scientist,SE,148000,US,FT
Data Scientist,SE,128000,US,FT
Data Architect,SE,190000,US,FT
Data Architect,SE,135000,US,FT
Analytics Engineer,SE,130000,US,FT
Analytics Engineer,SE,110000,US,FT
Data Scientist,SE,191475,US,FT
Data Scientist,SE,141525,US,FT
Data Engineer,SE,160000,US,FT
Data Engineer,SE,85000,US,FT
Data Scientist,SE,218000,US,FT
Data Scientist,SE,145300,US,FT
ML Engineer,SE,195400,US,FT
ML Engineer,SE,131300,US,FT
Data Specialist,EN,105000,CL,FT
Data Scientist,SE,191475,US,FT
Data Scientist,SE,141525,US,FT
Data Scientist,SE,207000,US,FT
Data Scientist,SE,153000,US,FT
